timestamp,type,bus_id,passager_id,station,priorite
686,EMBARQUEMENT,BUS-L7-02,P413,Plateau St-Joseph,NORMALE
687,EMBARQUEMENT,BUS-L7-01,P414,Andre/Hallee,NORMALE
688,DEBARQUEMENT,BUS-L11-02,P299,King Ouest,NORMALE
689,DEBARQUEMENT,BUS-L3-01,P309,13e Avenue,NORMALE
690,EMBARQUEMENT,BUS-L11-01,P415,Plateau St-Joseph,NORMALE
691,DEBARQUEMENT,BUS-L6-02,P407,Universite de Sherbrooke,NORMALE
692,DEBARQUEMENT,BUS-L6-02,P405,Universite de Sherbrooke,HAUTE
693,DEBARQUEMENT,BUS-L8-02,P264,Station du Cegep,HAUTE
694,DEBARQUEMENT,BUS-L3-02,P321,13e Avenue,NORMALE
695,EMBARQUEMENT,BUS-L7-01,P416,Plateau St-Joseph,NORMALE
696,EMBARQUEMENT,BUS-L3-01,P417,King Ouest,NORMALE
697,DEBARQUEMENT,BUS-L3-01,P278,Station du Cegep,NORMALE
698,EMBARQUEMENT,BUS-L4-02,P418,Carrefour de l'Estrie,HAUTE
699,DEBARQUEMENT,BUS-L3-01,P247,Station du Cegep,HAUTE
700,EMBARQUEMENT,BUS-L1-01,P419,Carrefour de l'Estrie,NORMALE
701,EMBARQUEMENT,BUS-L3-02,P420,King Ouest,HAUTE
702,EMBARQUEMENT,BUS-L4-02,P421,Galvin,NORMALE
703,EMBARQUEMENT,BUS-L6-02,P422,CHUS-Fleurimont,HAUTE
704,EMBARQUEMENT,BUS-L3-01,P423,Carrefour de l'Estrie,HAUTE
705,DEBARQUEMENT,BUS-L1-01,P250,Bowen Sud,NORMALE
706,EMBARQUEMENT,BUS-L1-01,P424,Carrefour de l'Estrie,NORMALE
707,EMBARQUEMENT,BUS-L11-02,P425,King Ouest,HAUTE
708,DEBARQUEMENT,BUS-L1-02,P244,Bowen Sud,NORMALE
709,DEBARQUEMENT,BUS-L8-01,P296,Station du Cegep,NORMALE
710,EMBARQUEMENT,BUS-L8-02,P426,Universite de Sherbrooke,NORMALE
711,DEBARQUEMENT,BUS-L3-01,P408,Station du Cegep,HAUTE
712,DEBARQUEMENT,BUS-L4-01,P351,Station du Cegep,NORMALE
713,DEBARQUEMENT,BUS-L4-01,P359,Carrefour de l'Estrie,NORMALE
714,EMBARQUEMENT,BUS-L3-02,P427,Station du Cegep,NORMALE
715,EMBARQUEMENT,BUS-L4-01,P428,Carrefour de l'Estrie,NORMALE
716,DEBARQUEMENT,BUS-L6-02,P422,Universite de Sherbrooke,NORMALE
717,EMBARQUEMENT,BUS-L11-02,P429,Universite Bishop's,HAUTE
718,DEBARQUEMENT,BUS-L1-02,P373,Bowen Sud,NORMALE
719,DEBARQUEMENT,BUS-L4-01,P428,Carrefour de l'Estrie,NORMALE
720,DEBARQUEMENT,BUS-L4-01,P193,Carrefour de l'Estrie,NORMALE
721,DEBARQUEMENT,BUS-L7-02,P147,Andre/Hallee,NORMALE
722,DEBARQUEMENT,BUS-L7-02,P318,CHUS-Fleurimont,NORMALE
723,EMBARQUEMENT,BUS-L8-02,P430,CHUS-Fleurimont,HAUTE
724,DEBARQUEMENT,BUS-L2-01,P288,Universite de Sherbrooke,NORMALE
725,EMBARQUEMENT,BUS-L8-01,P431,CHUS-Fleurimont,NORMALE
726,EMBARQUEMENT,BUS-L2-01,P432,Universite Bishop's,NORMALE
727,EMBARQUEMENT,BUS-L2-02,P433,Station du Cegep,NORMALE
728,DEBARQUEMENT,BUS-L1-01,P332,Bowen Sud,NORMALE
729,DEBARQUEMENT,BUS-L6-02,P389,CHUS-Fleurimont,NORMALE
730,EMBARQUEMENT,BUS-L6-01,P434,CHUS-Fleurimont,NORMALE
731,DEBARQUEMENT,BUS-L7-02,P266,Andre/Hallee,NORMALE
732,DEBARQUEMENT,BUS-L6-02,P368,Universite de Sherbrooke,HAUTE
733,EMBARQUEMENT,BUS-L2-01,P435,Universite de Sherbrooke,HAUTE
734,DEBARQUEMENT,BUS-L7-02,P142,CHUS-Fleurimont,NORMALE
735,EMBARQUEMENT,BUS-L7-01,P436,CHUS-Fleurimont,NORMALE
736,DEBARQUEMENT,BUS-L1-02,P334,Universite de Sherbrooke,NORMALE
737,EMBARQUEMENT,BUS-L1-02,P437,Carrefour de l'Estrie,HAUTE
738,EMBARQUEMENT,BUS-L4-01,P438,Galvin,HAUTE
739,DEBARQUEMENT,BUS-L3-01,P261,King Ouest,NORMALE
740,EMBARQUEMENT,BUS-L8-01,P439,CHUS-Fleurimont,NORMALE
741,DEBARQUEMENT,BUS-L2-02,P433,King Ouest,NORMALE
742,DEBARQUEMENT,BUS-L11-01,P415,Universite Bishop's,NORMALE
743,EMBARQUEMENT,BUS-L8-02,P440,Station du Cegep,HAUTE
744,EMBARQUEMENT,BUS-L8-02,P441,CHUS-Fleurimont,HAUTE
745,DEBARQUEMENT,BUS-L11-02,P403,Universite Bishop's,NORMALE
746,EMBARQUEMENT,BUS-L3-02,P442,Carrefour de l'Estrie,NORMALE
747,EMBARQUEMENT,BUS-L3-02,P443,13e Avenue,NORMALE
748,EMBARQUEMENT,BUS-L3-01,P444,King Ouest,NORMALE
749,DEBARQUEMENT,BUS-L1-02,P287,King Ouest,HAUTE
750,EMBARQUEMENT,BUS-L8-01,P445,Universite de Sherbrooke,NORMALE
751,EMBARQUEMENT,BUS-L11-01,P446,Plateau St-Joseph,NORMALE
752,EMBARQUEMENT,BUS-L11-01,P447,Universite Bishop's,NORMALE
753,DEBARQUEMENT,BUS-L3-02,P376,King Ouest,NORMALE
754,EMBARQUEMENT,BUS-L3-01,P448,King Ouest,NORMALE
755,EMBARQUEMENT,BUS-L3-01,P449,Carrefour de l'Estrie,NORMALE
756,EMBARQUEMENT,BUS-L6-02,P450,Universite de Sherbrooke,NORMALE
757,EMBARQUEMENT,BUS-L6-02,P451,CHUS-Fleurimont,NORMALE
758,EMBARQUEMENT,BUS-L1-02,P452,Carrefour de l'Estrie,HAUTE
759,EMBARQUEMENT,BUS-L2-01,P453,Station du Cegep,NORMALE
760,DEBARQUEMENT,BUS-L11-01,P446,King Ouest,NORMALE
761,EMBARQUEMENT,BUS-L2-01,P454,Universite de Sherbrooke,NORMALE
762,DEBARQUEMENT,BUS-L1-01,P169,Carrefour de l'Estrie,NORMALE
763,DEBARQUEMENT,BUS-L8-01,P137,Universite de Sherbrooke,NORMALE
764,DEBARQUEMENT,BUS-L3-02,P442,13e Avenue,NORMALE
765,DEBARQUEMENT,BUS-L6-02,P450,CHUS-Fleurimont,NORMALE
766,EMBARQUEMENT,BUS-L6-02,P455,De Lisieux,NORMALE
767,EMBARQUEMENT,BUS-L8-01,P456,Station du Cegep,NORMALE
768,EMBARQUEMENT,BUS-L4-01,P457,King Ouest,NORMALE
769,DEBARQUEMENT,BUS-L8-01,P176,Universite de Sherbrooke,HAUTE
770,EMBARQUEMENT,BUS-L4-02,P458,Galvin,NORMALE
771,DEBARQUEMENT,BUS-L3-02,P427,Carrefour de l'Estrie,NORMALE
772,EMBARQUEMENT,BUS-L6-01,P459,CHUS-Fleurimont,NORMALE
773,EMBARQUEMENT,BUS-L1-02,P460,Universite de Sherbrooke,HAUTE
774,EMBARQUEMENT,BUS-L7-01,P461,Plateau St-Joseph,NORMALE
775,DEBARQUEMENT,BUS-L6-02,P455,De Lisieux,HAUTE
776,DEBARQUEMENT,BUS-L6-02,P451,Universite de Sherbrooke,HAUTE
777,DEBARQUEMENT,BUS-L3-01,P449,King Ouest,NORMALE
778,EMBARQUEMENT,BUS-L2-01,P462,Universite de Sherbrooke,NORMALE
779,DEBARQUEMENT,BUS-L2-02,P349,Universite Bishop's,HAUTE
780,EMBARQUEMENT,BUS-L3-02,P463,King Ouest,NORMALE
781,EMBARQUEMENT,BUS-L11-01,P464,King Ouest,NORMALE
782,DEBARQUEMENT,BUS-L6-01,P215,CHUS-Fleurimont,HAUTE
783,DEBARQUEMENT,BUS-L1-02,P452,Carrefour de l'Estrie,NORMALE
784,EMBARQUEMENT,BUS-L8-02,P465,CHUS-Fleurimont,NORMALE
785,EMBARQUEMENT,BUS-L6-02,P466,Universite de Sherbrooke,NORMALE
786,EMBARQUEMENT,BUS-L4-01,P467,Station du Cegep,NORMALE
787,EMBARQUEMENT,BUS-L8-02,P468,Universite de Sherbrooke,NORMALE
788,EMBARQUEMENT,BUS-L11-01,P469,Universite Bishop's,NORMALE
789,DEBARQUEMENT,BUS-L3-01,P217,King Ouest,NORMALE
790,DEBARQUEMENT,BUS-L6-02,P466,De Lisieux,NORMALE
791,DEBARQUEMENT,BUS-L8-02,P358,CHUS-Fleurimont,NORMALE
792,EMBARQUEMENT,BUS-L6-02,P470,CHUS-Fleurimont,NORMALE
793,EMBARQUEMENT,BUS-L11-02,P471,Universite Bishop's,HAUTE
794,DEBARQUEMENT,BUS-L7-01,P414,CHUS-Fleurimont,NORMALE
795,EMBARQUEMENT,BUS-L6-01,P472,Universite de Sherbrooke,HAUTE
796,DEBARQUEMENT,BUS-L8-02,P468,Universite de Sherbrooke,NORMALE
797,DEBARQUEMENT,BUS-L2-01,P453,King Ouest,NORMALE
798,EMBARQUEMENT,BUS-L2-01,P473,Universite Bishop's,NORMALE
799,DEBARQUEMENT,BUS-L8-02,P441,Station du Cegep,HAUTE
800,EMBARQUEMENT,BUS-L8-01,P474,Universite de Sherbrooke,HAUTE
801,DEBARQUEMENT,BUS-L2-02,P401,Universite Bishop's,HAUTE
802,DEBARQUEMENT,BUS-L3-02,P336,13e Avenue,NORMALE
803,DEBARQUEMENT,BUS-L11-01,P469,Universite Bishop's,HAUTE
804,EMBARQUEMENT,BUS-L1-02,P475,King Ouest,HAUTE
805,EMBARQUEMENT,BUS-L2-02,P476,Universite de Sherbrooke,NORMALE
806,DEBARQUEMENT,BUS-L4-02,P397,Station du Cegep,HAUTE
807,DEBARQUEMENT,BUS-L11-01,P447,Plateau St-Joseph,HAUTE
808,EMBARQUEMENT,BUS-L3-01,P477,13e Avenue,NORMALE
809,EMBARQUEMENT,BUS-L7-01,P478,Plateau St-Joseph,NORMALE
810,EMBARQUEMENT,BUS-L7-02,P479,Plateau St-Joseph,HAUTE
811,DEBARQUEMENT,BUS-L11-02,P429,Plateau St-Joseph,NORMALE
812,EMBARQUEMENT,BUS-L6-02,P480,De Lisieux,NORMALE
813,EMBARQUEMENT,BUS-L2-01,P481,Universite Bishop's,HAUTE
814,DEBARQUEMENT,BUS-L1-02,P338,King Ouest,NORMALE
815,EMBARQUEMENT,BUS-L4-02,P482,King Ouest,NORMALE
816,EMBARQUEMENT,BUS-L7-02,P483,Plateau St-Joseph,NORMALE
817,EMBARQUEMENT,BUS-L8-01,P484,Station du Cegep,HAUTE
818,DEBARQUEMENT,BUS-L3-02,P333,Station du Cegep,HAUTE
819,EMBARQUEMENT,BUS-L1-01,P485,King Ouest,NORMALE
820,DEBARQUEMENT,BUS-L3-01,P204,Station du Cegep,HAUTE
821,DEBARQUEMENT,BUS-L3-01,P192,King Ouest,NORMALE
822,DEBARQUEMENT,BUS-L3-02,P420,13e Avenue,NORMALE
823,DEBARQUEMENT,BUS-L7-02,P279,Plateau St-Joseph,HAUTE
824,EMBARQUEMENT,BUS-L1-02,P486,Universite de Sherbrooke,NORMALE
825,EMBARQUEMENT,BUS-L7-01,P487,Plateau St-Joseph,HAUTE
826,DEBARQUEMENT,BUS-L1-02,P475,Bowen Sud,NORMALE
827,EMBARQUEMENT,BUS-L11-02,P488,King Ouest,NORMALE
828,EMBARQUEMENT,BUS-L2-02,P489,Station du Cegep,NORMALE
829,EMBARQUEMENT,BUS-L4-01,P490,Station du Cegep,NORMALE
830,EMBARQUEMENT,BUS-L3-02,P491,Station du Cegep,NORMALE
831,EMBARQUEMENT,BUS-L6-01,P492,De Lisieux,HAUTE
832,EMBARQUEMENT,BUS-L8-01,P493,Universite de Sherbrooke,NORMALE
833,DEBARQUEMENT,BUS-L2-01,P141,Station du Cegep,HAUTE
834,EMBARQUEMENT,BUS-L1-01,P494,Carrefour de l'Estrie,NORMALE
835,DEBARQUEMENT,BUS-L8-01,P379,Universite de Sherbrooke,NORMALE
836,DEBARQUEMENT,BUS-L2-02,P213,Universite de Sherbrooke,HAUTE
837,EMBARQUEMENT,BUS-L4-01,P495,Carrefour de l'Estrie,NORMALE
838,DEBARQUEMENT,BUS-L1-01,P075,Carrefour de l'Estrie,HAUTE
839,EMBARQUEMENT,BUS-L6-02,P496,CHUS-Fleurimont,NORMALE
840,EMBARQUEMENT,BUS-L4-02,P497,Station du Cegep,HAUTE
841,DEBARQUEMENT,BUS-L2-02,P307,King Ouest,NORMALE
842,EMBARQUEMENT,BUS-L1-01,P498,Bowen Sud,NORMALE
843,DEBARQUEMENT,BUS-L7-02,P328,CHUS-Fleurimont,HAUTE
844,EMBARQUEMENT,BUS-L2-02,P499,Universite Bishop's,HAUTE
845,DEBARQUEMENT,BUS-L6-02,P470,De Lisieux,NORMALE
846,EMBARQUEMENT,BUS-L6-02,P500,De Lisieux,HAUTE
847,DEBARQUEMENT,BUS-L2-01,P454,Universite de Sherbrooke,HAUTE
848,EMBARQUEMENT,BUS-L6-02,P501,CHUS-Fleurimont,NORMALE
849,EMBARQUEMENT,BUS-L2-01,P502,Universite de Sherbrooke,NORMALE
850,DEBARQUEMENT,BUS-L4-02,P497,Station du Cegep,NORMALE
851,EMBARQUEMENT,BUS-L2-01,P503,Universite de Sherbrooke,NORMALE
852,EMBARQUEMENT,BUS-L6-02,P504,CHUS-Fleurimont,HAUTE
853,EMBARQUEMENT,BUS-L7-01,P505,CHUS-Fleurimont,NORMALE
854,DEBARQUEMENT,BUS-L7-02,P189,CHUS-Fleurimont,NORMALE
855,DEBARQUEMENT,BUS-L8-01,P297,CHUS-Fleurimont,NORMALE
856,EMBARQUEMENT,BUS-L7-01,P506,Plateau St-Joseph,NORMALE
857,EMBARQUEMENT,BUS-L7-02,P507,CHUS-Fleurimont,NORMALE
858,DEBARQUEMENT,BUS-L4-02,P482,Station du Cegep,HAUTE
859,EMBARQUEMENT,BUS-L6-02,P508,Universite de Sherbrooke,NORMALE
860,DEBARQUEMENT,BUS-L4-02,P378,Station du Cegep,NORMALE
861,EMBARQUEMENT,BUS-L1-02,P509,King Ouest,NORMALE
862,EMBARQUEMENT,BUS-L8-02,P510,CHUS-Fleurimont,NORMALE
863,DEBARQUEMENT,BUS-L1-02,P437,King Ouest,NORMALE
864,EMBARQUEMENT,BUS-L3-01,P511,Carrefour de l'Estrie,NORMALE
865,EMBARQUEMENT,BUS-L2-02,P512,Station du Cegep,NORMALE
866,EMBARQUEMENT,BUS-L7-02,P513,Andre/Hallee,NORMALE
867,DEBARQUEMENT,BUS-L2-01,P226,Universite de Sherbrooke,HAUTE
868,EMBARQUEMENT,BUS-L7-01,P514,Andre/Hallee,NORMALE
869,EMBARQUEMENT,BUS-L8-02,P515,Station du Cegep,NORMALE
870,EMBARQUEMENT,BUS-L6-02,P516,CHUS-Fleurimont,NORMALE
871,DEBARQUEMENT,BUS-L11-02,P488,Plateau St-Joseph,HAUTE
872,EMBARQUEMENT,BUS-L2-01,P517,King Ouest,HAUTE
873,DEBARQUEMENT,BUS-L4-01,P490,Carrefour de l'Estrie,NORMALE
874,DEBARQUEMENT,BUS-L11-02,P283,King Ouest,HAUTE
875,EMBARQUEMENT,BUS-L8-01,P518,Universite de Sherbrooke,NORMALE
876,DEBARQUEMENT,BUS-L4-01,P467,Carrefour de l'Estrie,NORMALE
877,DEBARQUEMENT,BUS-L11-01,P409,King Ouest,HAUTE
878,DEBARQUEMENT,BUS-L7-01,P514,Plateau St-Joseph,NORMALE
879,DEBARQUEMENT,BUS-L11-02,P275,King Ouest,HAUTE
880,DEBARQUEMENT,BUS-L3-01,P423,Carrefour de l'Estrie,NORMALE
881,EMBARQUEMENT,BUS-L6-01,P519,De Lisieux,NORMALE
882,EMBARQUEMENT,BUS-L11-02,P520,Universite Bishop's,NORMALE
883,DEBARQUEMENT,BUS-L7-01,P487,Andre/Hallee,NORMALE
884,EMBARQUEMENT,BUS-L2-01,P521,Universite Bishop's,NORMALE
885,EMBARQUEMENT,BUS-L11-02,P522,King Ouest,NORMALE
886,EMBARQUEMENT,BUS-L8-01,P523,Universite de Sherbrooke,NORMALE
887,EMBARQUEMENT,BUS-L6-02,P524,CHUS-Fleurimont,HAUTE
888,EMBARQUEMENT,BUS-L3-01,P525,13e Avenue,NORMALE
889,EMBARQUEMENT,BUS-L11-02,P526,Plateau St-Joseph,NORMALE
890,EMBARQUEMENT,BUS-L3-01,P527,Station du Cegep,NORMALE
891,DEBARQUEMENT,BUS-L8-02,P367,Station du Cegep,HAUTE
892,EMBARQUEMENT,BUS-L8-01,P528,Station du Cegep,NORMALE
893,DEBARQUEMENT,BUS-L6-02,P516,De Lisieux,NORMALE
894,EMBARQUEMENT,BUS-L11-02,P529,Plateau St-Joseph,NORMALE
895,EMBARQUEMENT,BUS-L7-01,P530,Plateau St-Joseph,NORMALE
896,DEBARQUEMENT,BUS-L3-02,P353,13e Avenue,NORMALE
897,EMBARQUEMENT,BUS-L3-02,P531,King Ouest,NORMALE
898,EMBARQUEMENT,BUS-L6-01,P532,De Lisieux,NORMALE
899,DEBARQUEMENT,BUS-L8-01,P456,Station du Cegep,NORMALE
900,DEBARQUEMENT,BUS-L1-01,P032,Bowen Sud,NORMALE
901,EMBARQUEMENT,BUS-L11-02,P533,Plateau St-Joseph,NORMALE
902,EMBARQUEMENT,BUS-L8-02,P534,Station du Cegep,NORMALE
903,DEBARQUEMENT,BUS-L2-01,P517,Universite Bishop's,NORMALE
904,EMBARQUEMENT,BUS-L4-01,P535,Carrefour de l'Estrie,NORMALE
905,DEBARQUEMENT,BUS-L8-01,P251,CHUS-Fleurimont,NORMALE
906,DEBARQUEMENT,BUS-L4-02,P418,Galvin,NORMALE
907,DEBARQUEMENT,BUS-L8-01,P269,Universite de Sherbrooke,NORMALE
908,DEBARQUEMENT,BUS-L7-02,P413,CHUS-Fleurimont,NORMALE
909,DEBARQUEMENT,BUS-L2-01,P481,Station du Cegep,HAUTE
910,DEBARQUEMENT,BUS-L2-01,P473,Universite de Sherbrooke,HAUTE
911,EMBARQUEMENT,BUS-L6-02,P536,CHUS-Fleurimont,NORMALE
912,DEBARQUEMENT,BUS-L2-02,P489,Universite Bishop's,HAUTE
913,DEBARQUEMENT,BUS-L11-01,P464,King Ouest,NORMALE
914,DEBARQUEMENT,BUS-L2-01,P503,Universite Bishop's,NORMALE
915,DEBARQUEMENT,BUS-L11-02,P471,King Ouest,NORMALE
916,DEBARQUEMENT,BUS-L4-02,P421,Station du Cegep,NORMALE
917,DEBARQUEMENT,BUS-L8-02,P426,Universite de Sherbrooke,HAUTE
918,EMBARQUEMENT,BUS-L6-02,P537,De Lisieux,NORMALE
919,EMBARQUEMENT,BUS-L11-01,P538,King Ouest,HAUTE
920,EMBARQUEMENT,BUS-L11-01,P539,Universite Bishop's,NORMALE
921,DEBARQUEMENT,BUS-L8-02,P322,Universite de Sherbrooke,NORMALE
922,EMBARQUEMENT,BUS-L11-02,P540,Plateau St-Joseph,NORMALE
923,EMBARQUEMENT,BUS-L2-01,P541,Station du Cegep,NORMALE
924,EMBARQUEMENT,BUS-L1-02,P542,Bowen Sud,HAUTE
925,EMBARQUEMENT,BUS-L8-01,P543,CHUS-Fleurimont,NORMALE
926,EMBARQUEMENT,BUS-L3-01,P544,13e Avenue,NORMALE
927,EMBARQUEMENT,BUS-L11-02,P545,Plateau St-Joseph,HAUTE
928,DEBARQUEMENT,BUS-L8-01,P439,CHUS-Fleurimont,NORMALE
929,EMBARQUEMENT,BUS-L6-01,P546,Universite de Sherbrooke,NORMALE
930,EMBARQUEMENT,BUS-L3-02,P547,King Ouest,NORMALE
931,DEBARQUEMENT,BUS-L3-02,P443,Carrefour de l'Estrie,NORMALE
932,EMBARQUEMENT,BUS-L7-02,P548,CHUS-Fleurimont,HAUTE
933,EMBARQUEMENT,BUS-L4-01,P549,Galvin,NORMALE
934,EMBARQUEMENT,BUS-L6-02,P550,De Lisieux,NORMALE
935,DEBARQUEMENT,BUS-L7-02,P371,CHUS-Fleurimont,NORMALE
936,EMBARQUEMENT,BUS-L6-01,P551,CHUS-Fleurimont,HAUTE
937,DEBARQUEMENT,BUS-L4-01,P535,Galvin,NORMALE
938,DEBARQUEMENT,BUS-L7-01,P505,Plateau St-Joseph,NORMALE
939,DEBARQUEMENT,BUS-L4-02,P458,Carrefour de l'Estrie,NORMALE
940,EMBARQUEMENT,BUS-L2-01,P552,King Ouest,NORMALE
941,DEBARQUEMENT,BUS-L3-01,P544,Carrefour de l'Estrie,HAUTE
942,DEBARQUEMENT,BUS-L7-01,P436,CHUS-Fleurimont,NORMALE
943,EMBARQUEMENT,BUS-L4-01,P553,King Ouest,NORMALE
944,EMBARQUEMENT,BUS-L4-01,P554,Carrefour de l'Estrie,NORMALE
945,DEBARQUEMENT,BUS-L6-01,P354,De Lisieux,NORMALE
946,DEBARQUEMENT,BUS-L11-01,P539,Universite Bishop's,NORMALE
947,DEBARQUEMENT,BUS-L2-02,P268,King Ouest,NORMALE
948,DEBARQUEMENT,BUS-L1-01,P419,Bowen Sud,HAUTE
949,EMBARQUEMENT,BUS-L1-02,P555,Universite de Sherbrooke,HAUTE
950,EMBARQUEMENT,BUS-L2-02,P556,Universite de Sherbrooke,NORMALE
951,DEBARQUEMENT,BUS-L3-02,P463,King Ouest,HAUTE
952,EMBARQUEMENT,BUS-L2-01,P557,King Ouest,HAUTE
953,EMBARQUEMENT,BUS-L1-01,P558,King Ouest,HAUTE
954,EMBARQUEMENT,BUS-L3-02,P559,13e Avenue,NORMALE
955,EMBARQUEMENT,BUS-L3-01,P560,13e Avenue,HAUTE
956,EMBARQUEMENT,BUS-L2-01,P561,Station du Cegep,NORMALE
957,EMBARQUEMENT,BUS-L6-02,P562,CHUS-Fleurimont,HAUTE
958,EMBARQUEMENT,BUS-L3-01,P563,Carrefour de l'Estrie,HAUTE
959,EMBARQUEMENT,BUS-L2-02,P564,Station du Cegep,NORMALE
960,DEBARQUEMENT,BUS-L1-01,P424,Universite de Sherbrooke,NORMALE
961,EMBARQUEMENT,BUS-L1-02,P565,Carrefour de l'Estrie,NORMALE
962,EMBARQUEMENT,BUS-L7-01,P566,CHUS-Fleurimont,HAUTE
963,DEBARQUEMENT,BUS-L7-02,P164,Andre/Hallee,NORMALE
964,EMBARQUEMENT,BUS-L1-02,P567,Universite de Sherbrooke,HAUTE
965,DEBARQUEMENT,BUS-L3-01,P525,Carrefour de l'Estrie,NORMALE
966,DEBARQUEMENT,BUS-L11-02,P206,Universite Bishop's,NORMALE
967,EMBARQUEMENT,BUS-L7-01,P568,Andre/Hallee,NORMALE
968,EMBARQUEMENT,BUS-L8-02,P569,Universite de Sherbrooke,NORMALE
969,EMBARQUEMENT,BUS-L8-02,P570,CHUS-Fleurimont,NORMALE
970,EMBARQUEMENT,BUS-L4-02,P571,Galvin,NORMALE
971,EMBARQUEMENT,BUS-L2-01,P572,Universite Bishop's,NORMALE
972,EMBARQUEMENT,BUS-L1-02,P573,Universite de Sherbrooke,HAUTE
973,EMBARQUEMENT,BUS-L2-01,P574,King Ouest,NORMALE
974,EMBARQUEMENT,BUS-L11-01,P575,Universite Bishop's,NORMALE
975,EMBARQUEMENT,BUS-L4-02,P576,King Ouest,HAUTE
976,EMBARQUEMENT,BUS-L11-02,P577,Universite Bishop's,NORMALE
977,EMBARQUEMENT,BUS-L1-01,P578,Bowen Sud,NORMALE
978,EMBARQUEMENT,BUS-L3-01,P579,Carrefour de l'Estrie,NORMALE
979,EMBARQUEMENT,BUS-L4-02,P580,Carrefour de l'Estrie,NORMALE
980,EMBARQUEMENT,BUS-L1-02,P581,Bowen Sud,HAUTE
981,EMBARQUEMENT,BUS-L8-01,P582,CHUS-Fleurimont,HAUTE
982,EMBARQUEMENT,BUS-L3-01,P583,13e Avenue,NORMALE
983,EMBARQUEMENT,BUS-L2-02,P584,Universite Bishop's,NORMALE
984,EMBARQUEMENT,BUS-L1-02,P585,King Ouest,NORMALE
985,EMBARQUEMENT,BUS-L2-02,P586,King Ouest,NORMALE
986,EMBARQUEMENT,BUS-L2-01,P587,Universite de Sherbrooke,NORMALE
987,EMBARQUEMENT,BUS-L6-02,P588,De Lisieux,HAUTE
988,EMBARQUEMENT,BUS-L2-02,P589,Station du Cegep,NORMALE
989,EMBARQUEMENT,BUS-L11-02,P590,Plateau St-Joseph,NORMALE
990,EMBARQUEMENT,BUS-L4-01,P591,Galvin,NORMALE
991,EMBARQUEMENT,BUS-L11-01,P592,King Ouest,NORMALE
992,EMBARQUEMENT,BUS-L6-02,P593,CHUS-Fleurimont,HAUTE
993,EMBARQUEMENT,BUS-L3-02,P594,13e Avenue,HAUTE
994,EMBARQUEMENT,BUS-L3-02,P595,Carrefour de l'Estrie,NORMALE
995,EMBARQUEMENT,BUS-L7-02,P596,Andre/Hallee,NORMALE
996,EMBARQUEMENT,BUS-L3-01,P597,Station du Cegep,NORMALE
997,EMBARQUEMENT,BUS-L1-02,P598,Bowen Sud,NORMALE
998,EMBARQUEMENT,BUS-L7-01,P599,CHUS-Fleurimont,NORMALE
999,EMBARQUEMENT,BUS-L6-02,P600,De Lisieux,NORMALE
